passenger_id,flight_callsign,name,nationality,date_of_birth,seat,booking_class,status,check_in_time,luggage_count,special_assistance,frequent_flyer_tier
PAX07771,DLH5519,Shannon Santiago,Samoa,1979-12-19,24F,Business,Boarded,2026-02-01T14:54:39,3,Pet,Platinum
PAX07772,DLH3826,Ms. Melissa Vega,Israel,1997-09-24,29C,First,Scheduled,2026-02-03T18:17:46,2,Unaccompanied Minor,Gold
PAX07773,SWA8226,Jackson Doyle,Djibouti,1995-12-09,16A,Premium Economy,Boarded,2026-02-01T14:32:27,0,Wheelchair,None
PAX07774,DLH6049,Miguel Simmons,Barbados,1986-03-25,5D,First,Scheduled,2026-02-03T17:11:00,2,None,Platinum
PAX07775,UAL8348,Dawn Wright,Dominican Republic,1947-10-06,31D,Premium Economy,Scheduled,2026-02-02T19:28:40,1,Unaccompanied Minor,Platinum
PAX07776,DAL4982,Tanya Cummings,Mali,1977-03-23,23C,First,Scheduled,2026-02-02T10:17:31,1,Wheelchair,Silver
PAX07777,BAW6933,Laurie Edwards,Paraguay,1990-04-28,36B,Economy,Boarded,2026-02-01T19:33:50,3,Pet,Gold
PAX07778,DAL1220,Deanna Daniel,Djibouti,2003-09-11,34B,Economy,Boarded,2026-02-01T04:27:06,0,Unaccompanied Minor,Gold
PAX07779,AAL2817,Dennis Davis,Chad,1999-06-11,27C,First,Scheduled,2026-02-03T01:20:38,0,Unaccompanied Minor,Gold
PAX07780,KLM8964,Timothy Sandoval,Hungary,1998-10-29,5D,Premium Economy,No-show,2026-02-02T20:10:22,2,Wheelchair,None
PAX07781,AAL2459,Christian Young,Namibia,1960-12-02,14A,Economy,Boarded,2026-02-03T09:59:59,1,None,Gold
PAX07782,SWA148,Ashley Thompson,Congo,1952-01-08,38A,Business,Checked-in,2026-02-03T10:45:06,1,Wheelchair,Platinum
PAX07783,DAL324,Mark Morales,Kiribati,1990-09-24,5F,Premium Economy,Boarded,2026-02-02T00:24:01,0,None,Silver
PAX07784,KLM9671,Adrienne Smith,Somalia,1959-11-01,18C,Economy,Checked-in,2026-02-02T23:26:34,0,Unaccompanied Minor,Silver
PAX07785,DLH459,Austin Payne,Marshall Islands,1953-09-07,32A,Business,No-show,2026-02-03T15:16:32,0,Wheelchair,Gold
PAX07786,UAL9182,Kenneth Parker,Heard Island and McDonald Islands,1983-07-06,9D,Business,No-show,2026-02-02T17:41:12,1,Wheelchair,None
PAX07787,AAL4510,Aaron Hunt,Saudi Arabia,1962-07-07,26F,Economy,No-show,2026-02-03T00:22:36,0,None,Platinum
PAX07788,KLM7501,Joshua Perkins,Maldives,1956-03-13,12F,Premium Economy,Boarded,2026-02-01T01:35:23,2,None,Platinum
PAX07789,KLM3395,David Mcconnell,Bermuda,1964-10-02,8F,Premium Economy,Scheduled,2026-02-01T10:48:22,3,Unaccompanied Minor,None
PAX07790,SWA5014,Michael Contreras,Hungary,1949-04-08,31F,First,Scheduled,2026-02-03T21:02:14,1,None,Platinum
PAX07791,AFR8361,Jo Meyer,Grenada,1963-05-12,24D,Business,No-show,2026-02-02T20:31:10,2,None,None
PAX07792,SWA2942,Patricia Everett,San Marino,1989-08-31,13E,Business,No-show,2026-02-03T07:25:09,3,None,Gold
PAX07793,DLH6312,Gregory Davis,Guyana,1974-10-27,40E,Premium Economy,Checked-in,2026-02-02T23:34:56,1,Pet,Gold
PAX07794,UAL9558,Christopher Thomas,Cote d'Ivoire,1971-02-18,27F,Business,Boarded,2026-02-03T01:47:41,2,Wheelchair,Platinum
PAX07795,DAL8503,Christopher Wood,Ireland,1948-01-24,15B,Premium Economy,Boarded,2026-02-02T05:58:47,2,Unaccompanied Minor,Gold
PAX07796,DAL6395,Andrew Daniels,Chile,1973-10-18,19F,Premium Economy,Scheduled,2026-02-01T21:00:55,3,Pet,None
PAX07797,UAL939,Brittany Jensen,Bulgaria,1998-11-04,40F,First,Boarded,2026-02-01T07:31:41,3,None,Platinum
PAX07798,AAL9729,Jeffrey Hill,Turkmenistan,1985-06-07,31C,Economy,Checked-in,2026-02-01T02:26:42,0,None,None
PAX07799,BAW5237,Lawrence Beasley,South Georgia and the South Sandwich Islands,1981-06-06,34C,Premium Economy,Scheduled,2026-02-01T14:48:16,0,Pet,None
PAX07800,KLM3798,Caleb Bailey,Malawi,1961-10-11,39A,Economy,Checked-in,2026-02-02T22:22:39,0,Unaccompanied Minor,Platinum
PAX07801,DLH5855,Jonathon Gallegos,Italy,1969-03-28,6A,Economy,Scheduled,2026-02-01T11:25:52,0,Pet,Platinum
PAX07802,SWA3019,Ray George,Guinea-Bissau,1974-04-28,36D,Economy,Boarded,2026-02-01T03:29:58,1,Pet,Silver
PAX07803,SWA7407,Timothy White,Guernsey,1992-01-13,16D,Economy,No-show,2026-02-02T11:08:21,3,Pet,None
PAX07804,DLH1373,Mark Obrien,Djibouti,1961-07-10,13F,Economy,Checked-in,2026-02-01T09:04:07,2,Unaccompanied Minor,Platinum
PAX07805,AFR3746,Brittany Roman,Guatemala,1946-02-14,28E,Business,Scheduled,2026-02-01T06:01:03,1,None,Silver
PAX07806,BAW7068,James Martin,Timor-Leste,1986-07-08,12D,Premium Economy,No-show,2026-02-01T07:54:50,3,Pet,None
PAX07807,AAL6986,Regina Perez,Oman,2000-07-17,4F,Economy,Boarded,2026-02-02T05:16:25,0,Pet,Platinum
PAX07808,DAL9472,Kathleen Gray,Togo,1986-10-18,29A,Economy,Scheduled,2026-02-03T19:03:00,0,Unaccompanied Minor,Silver
PAX07809,UAL2142,William Haney,Barbados,1958-11-02,40C,Premium Economy,Checked-in,2026-02-03T19:11:06,2,Pet,None
PAX07810,AAL9947,Ronald Adams MD,Senegal,1954-12-04,33A,Economy,Checked-in,2026-02-03T14:35:56,2,Unaccompanied Minor,None
PAX07811,BAW5712,Cassandra Mitchell,Gabon,1977-02-24,14C,Premium Economy,No-show,2026-02-01T21:47:34,2,None,Silver
PAX07812,UAL1931,Mr. Ryan Gonzales MD,Lesotho,2006-12-17,38B,Economy,Scheduled,2026-02-02T14:32:55,2,None,None
PAX07813,DLH5530,Joseph Diaz,Antigua and Barbuda,1948-06-10,15F,Premium Economy,Scheduled,2026-02-01T10:40:33,0,Unaccompanied Minor,Gold
PAX07814,KLM1252,Dominique Taylor,El Salvador,1986-08-31,29A,First,Checked-in,2026-02-01T14:01:40,3,Pet,None
PAX07815,UAL2799,Antonio Salazar,Malawi,1995-05-15,21C,Premium Economy,Boarded,2026-02-01T19:17:35,0,None,Gold
PAX07816,BAW3952,David Santos,Zambia,1977-10-15,14F,First,Scheduled,2026-02-03T04:16:25,0,Wheelchair,Gold
PAX07817,BAW8810,Pamela Morales,Micronesia,1999-02-09,27A,Economy,No-show,2026-02-01T15:49:53,1,None,Gold
PAX07818,UAL5258,John Thompson,Sierra Leone,1979-02-10,14F,First,Scheduled,2026-02-03T12:55:32,0,None,Silver
PAX07819,BAW4202,Alejandro Holmes,Denmark,1994-03-05,9E,First,Scheduled,2026-02-03T04:42:42,2,Unaccompanied Minor,None
PAX07820,KLM9236,Wendy Wright,Korea,1982-08-11,2B,First,Scheduled,2026-02-02T19:48:34,1,Unaccompanied Minor,None
PAX07821,UAL304,Kevin Williams,Chile,1996-02-28,22B,Economy,Boarded,2026-02-03T20:53:15,0,Pet,Platinum
PAX07822,AAL5965,Tina Mitchell,French Polynesia,1975-01-29,21D,First,Checked-in,2026-02-01T17:11:26,3,Pet,None
PAX07823,KLM4262,Mark Barnes,Bosnia and Herzegovina,1959-12-27,32D,Premium Economy,Boarded,2026-02-01T13:25:15,1,None,Silver
PAX07824,SWA4769,Katrina Hatfield,Burundi,2004-08-12,32F,First,No-show,2026-02-02T23:16:55,2,Wheelchair,Platinum
PAX07825,SWA2529,Ricky Brown,Algeria,1972-11-12,6C,Economy,Checked-in,2026-02-03T05:03:15,2,Wheelchair,Platinum
PAX07826,DAL3264,William Peterson,Saint Lucia,1953-03-22,10F,Premium Economy,Checked-in,2026-02-03T03:13:32,0,Wheelchair,Gold
PAX07827,AAL3162,Kylie Nash,Australia,1946-09-27,3D,Premium Economy,Boarded,2026-02-03T18:50:45,2,Pet,Silver
PAX07828,AAL5965,Regina Odom,Cuba,1990-07-22,18E,Business,Scheduled,2026-02-01T23:43:40,3,Unaccompanied Minor,Gold
PAX07829,AFR7310,Michael Hayes,Central African Republic,1987-10-02,22C,Premium Economy,Checked-in,2026-02-01T18:22:29,3,Unaccompanied Minor,Platinum
PAX07830,BAW7659,Robert Robertson,Timor-Leste,1998-05-04,30B,Business,Checked-in,2026-02-01T18:25:31,1,Wheelchair,Platinum
PAX07831,SWA7820,Melissa Alvarado,Oman,1973-09-20,36C,Business,No-show,2026-02-01T23:56:55,0,Unaccompanied Minor,Platinum
PAX07832,UAL6471,Valerie Sharp,Cuba,1999-08-04,26B,Business,No-show,2026-02-01T21:39:35,3,Wheelchair,Gold
PAX07833,KLM9099,Laura Fischer,Barbados,1975-01-26,33C,Economy,Boarded,2026-02-02T09:17:53,3,Pet,None
PAX07834,AFR3346,Terry Arnold,Sri Lanka,2003-04-18,18C,Premium Economy,Checked-in,2026-02-02T08:34:46,3,Wheelchair,Platinum
PAX07835,KLM2887,Kathryn Steele,Sao Tome and Principe,1964-07-04,34C,First,No-show,2026-02-01T05:08:31,0,Pet,Silver
PAX07836,AFR3135,Tracy Peters,Nepal,2004-10-14,6C,Economy,Boarded,2026-02-02T08:45:05,2,Wheelchair,None
PAX07837,DAL4543,Jeffrey Carter,Canada,1989-02-16,36B,First,Scheduled,2026-02-02T17:00:48,2,Unaccompanied Minor,Gold
PAX07838,DAL8024,Jamie Turner,Sierra Leone,1983-06-12,28A,First,Scheduled,2026-02-01T20:54:03,2,Wheelchair,None
PAX07839,SWA5014,Nicole Bell,Libyan Arab Jamahiriya,1955-04-26,5E,Business,Checked-in,2026-02-03T17:04:38,2,Pet,Platinum
PAX07840,AFR9940,Rhonda Garcia,France,1981-02-19,12E,First,No-show,2026-02-02T00:42:34,0,None,Gold
PAX07841,SWA634,Catherine Mccormick,Spain,1995-01-15,28C,Business,Scheduled,2026-02-02T13:36:50,0,None,None
PAX07842,BAW5591,Bryan Davis,Slovakia (Slovak Republic),1991-08-31,23C,Business,Checked-in,2026-02-03T12:43:07,3,Wheelchair,Platinum
PAX07843,UAL8262,Christine Macdonald,Austria,1962-11-22,40F,First,Checked-in,2026-02-01T07:15:42,3,Wheelchair,Platinum
PAX07844,SWA4126,Daisy Davis,Zambia,1975-01-19,5B,Economy,Checked-in,2026-02-01T06:22:23,0,Unaccompanied Minor,Silver
PAX07845,KLM7501,Carlos Butler,Malta,1949-08-22,29F,Economy,Scheduled,2026-02-03T04:46:30,1,None,Gold
PAX07846,UAL9840,Tyler Rhodes,United States Virgin Islands,1953-10-01,9A,Economy,Boarded,2026-02-01T19:47:37,3,Pet,None
PAX07847,DLH916,Jonathon Moreno,Indonesia,1981-03-06,17C,Economy,Boarded,2026-02-03T20:56:58,1,None,Gold
PAX07848,AAL1741,Isaiah Bush DDS,Mozambique,2007-09-23,3F,Economy,Scheduled,2026-02-02T17:54:40,0,None,Platinum
PAX07849,AFR844,Kellie Lee,South Georgia and the South Sandwich Islands,1972-12-08,18D,First,Boarded,2026-02-03T19:08:47,2,Pet,None
PAX07850,DLH5048,Jordan Harrison,Antarctica (the territory South of 60 deg S),1960-01-02,18F,First,Scheduled,2026-02-01T04:10:20,0,Wheelchair,Gold
PAX07851,AAL2836,Mark Andrews,Trinidad and Tobago,1985-10-16,3D,Economy,Boarded,2026-02-01T13:33:21,2,Wheelchair,None
PAX07852,KLM6817,Kathy Wong,Trinidad and Tobago,1989-11-23,22B,Premium Economy,Boarded,2026-02-03T18:11:37,2,Unaccompanied Minor,Gold
PAX07853,AAL3708,Mackenzie Williams,Niger,1951-05-27,3B,First,No-show,2026-02-03T06:22:35,1,Wheelchair,Silver
PAX07854,DAL5362,Chelsea Mayo DDS,Saint Vincent and the Grenadines,1974-09-24,12B,Premium Economy,Checked-in,2026-02-03T01:41:31,0,Unaccompanied Minor,None
PAX07855,KLM4284,Charlotte Torres,El Salvador,2005-06-10,22F,Premium Economy,Boarded,2026-02-02T13:38:00,2,None,Silver
PAX07856,DAL8503,Phillip Kirk,Indonesia,2006-06-13,4E,Economy,Checked-in,2026-02-01T06:25:13,1,None,Platinum
PAX07857,SWA9887,Michael Sharp,Nauru,1951-01-21,25A,Economy,Boarded,2026-02-03T02:59:32,0,Wheelchair,Gold
PAX07858,AFR6432,Thomas Conner,Saint Lucia,1981-11-19,9F,Business,No-show,2026-02-02T23:56:07,3,Wheelchair,None
PAX07859,DLH1408,Adam Torres,Saint Barthelemy,1961-03-27,7E,Economy,Checked-in,2026-02-03T10:58:47,1,Unaccompanied Minor,Gold
PAX07860,DAL1340,Anthony Gordon,British Virgin Islands,2003-04-17,29F,Premium Economy,Scheduled,2026-02-01T18:19:51,2,Wheelchair,Gold
PAX07861,AAL7894,Kathryn Bailey,Sweden,1961-03-23,40B,First,Boarded,2026-02-02T04:19:57,3,None,Platinum
PAX07862,UAL9840,Mr. Barry Parker,Croatia,1970-01-03,20B,Business,Boarded,2026-02-03T06:53:46,3,Pet,Silver
PAX07863,AFR5341,Amanda Webb,Rwanda,1963-03-08,12B,Premium Economy,No-show,2026-02-02T01:50:08,0,Unaccompanied Minor,Silver
PAX07864,AFR1892,Andrea Sellers,Morocco,2006-11-13,15B,Business,Boarded,2026-02-03T03:35:54,1,Wheelchair,Silver
PAX07865,AAL2925,Laura Smith,Norfolk Island,1983-01-14,28B,First,Checked-in,2026-02-01T02:41:32,3,Unaccompanied Minor,Silver
PAX07866,BAW6157,Jennifer Cruz,Yemen,1968-12-03,14A,First,No-show,2026-02-01T10:21:58,1,Pet,None
PAX07867,AFR3283,Dustin Santiago,Lebanon,1972-01-17,26C,Premium Economy,No-show,2026-02-02T16:10:48,1,Unaccompanied Minor,None
PAX07868,AFR6363,Samuel Mccann,Cape Verde,2007-12-20,14C,Premium Economy,No-show,2026-02-03T11:07:01,1,Unaccompanied Minor,Platinum
PAX07869,DLH9680,Lauren Black,Isle of Man,1963-04-19,29A,Business,Scheduled,2026-02-03T03:20:54,0,Unaccompanied Minor,None
PAX07870,UAL1612,Adrian Hensley,San Marino,1986-07-23,22B,First,No-show,2026-02-02T13:37:21,0,None,Gold
PAX07871,AFR2884,Mary Woodard,Antigua and Barbuda,1976-11-13,23E,First,Scheduled,2026-02-03T19:38:05,2,Unaccompanied Minor,Gold
PAX07872,AAL5421,Luke Fox,Malawi,2007-11-16,31D,Premium Economy,No-show,2026-02-02T17:16:36,3,Unaccompanied Minor,Platinum
PAX07873,KLM1979,Bryan Powell,Turkey,1959-12-19,40A,Premium Economy,Scheduled,2026-02-03T18:36:23,0,None,Gold
PAX07874,SWA2529,Stacy Lewis,French Southern Territories,2000-06-18,31D,Economy,Boarded,2026-02-03T18:43:37,2,Unaccompanied Minor,Platinum
PAX07875,SWA5014,Candice Kennedy,Micronesia,1983-03-11,1C,Premium Economy,Scheduled,2026-02-03T02:43:49,0,Wheelchair,None
PAX07876,DLH6631,Bruce Roberts,Switzerland,2006-05-25,12A,First,Scheduled,2026-02-01T22:56:47,0,Unaccompanied Minor,Silver
PAX07877,KLM1252,Kenneth Reyes,Nigeria,1945-09-14,31F,Premium Economy,Scheduled,2026-02-02T06:35:32,0,None,Silver
PAX07878,SWA8236,Jonathan Pope,China,2007-04-22,3C,First,No-show,2026-02-01T06:38:43,1,Wheelchair,None
PAX07879,AAL1402,Jose Lane,Dominica,1978-05-15,34A,Business,No-show,2026-02-01T16:35:18,0,Wheelchair,Silver
PAX07880,KLM2602,Tracy Faulkner,Azerbaijan,1957-08-06,28A,Business,Checked-in,2026-02-02T14:45:16,1,None,Platinum
PAX07881,DLH5048,Jonathan Bush,Switzerland,1981-10-21,5C,First,Checked-in,2026-02-02T02:45:45,2,Pet,Silver
PAX07882,UAL9266,Antonio Fields,Malta,1985-08-05,5C,Economy,No-show,2026-02-03T10:48:03,0,Unaccompanied Minor,None
PAX07883,UAL9761,Kari Johnson DDS,Ireland,1959-10-25,39E,Economy,Scheduled,2026-02-02T07:22:00,1,Pet,Gold
PAX07884,KLM4262,Thomas Evans,Georgia,1945-05-20,25E,Economy,No-show,2026-02-03T10:41:33,3,Wheelchair,Platinum
PAX07885,DAL5754,Daniel Martin,Marshall Islands,1997-02-07,21B,Business,Checked-in,2026-02-03T08:04:01,1,Wheelchair,Platinum
PAX07886,AAL3735,Stephen Strong,Malaysia,1958-04-11,29D,Business,Boarded,2026-02-03T19:04:14,3,None,Platinum
PAX07887,KLM5773,Erica Greene,Reunion,1996-03-09,18A,First,Checked-in,2026-02-02T05:02:34,0,Wheelchair,Gold
PAX07888,KLM6817,Charlene Smith,Kuwait,1996-03-26,1D,Business,Scheduled,2026-02-01T22:37:35,3,Pet,Gold
PAX07889,KLM6278,Courtney Willis,Dominica,1969-08-16,14B,First,Boarded,2026-02-01T10:22:20,2,None,None
PAX07890,DLH9680,Debra Lewis,Georgia,1975-05-17,38B,Business,Boarded,2026-02-02T01:39:59,1,Wheelchair,Gold
PAX07891,AAL7894,Kara Roman,Guinea-Bissau,1950-04-10,3F,Business,No-show,2026-02-01T05:50:25,3,Pet,Platinum
PAX07892,SWA1646,Raymond Smith,Belarus,1997-10-28,31D,Premium Economy,Scheduled,2026-02-03T08:35:28,2,Wheelchair,Gold
PAX07893,AAL8732,Valerie Butler,Gambia,1984-10-19,24D,Premium Economy,Checked-in,2026-02-03T17:57:32,3,Wheelchair,None
PAX07894,DLH228,Robert Kim,New Caledonia,1990-10-11,19E,Premium Economy,Scheduled,2026-02-01T08:30:46,1,Wheelchair,None
PAX07895,DAL787,Joy Gutierrez,El Salvador,1991-06-24,18C,Premium Economy,Checked-in,2026-02-01T13:52:44,2,None,Silver
PAX07896,UAL7529,Douglas Wood,Nicaragua,1953-11-13,21D,Premium Economy,No-show,2026-02-01T00:50:05,3,Wheelchair,Silver
PAX07897,BAW4878,Margaret Jensen,Denmark,1953-08-24,7C,Economy,Boarded,2026-02-01T08:32:50,3,Unaccompanied Minor,Silver
PAX07898,DLH7753,Steven Baker PhD,Cocos (Keeling) Islands,1946-03-23,3C,Business,Scheduled,2026-02-01T00:05:10,3,None,Gold
PAX07899,DAL8126,Lindsey Fletcher,Guadeloupe,1980-07-08,4C,First,Boarded,2026-02-03T15:52:19,2,Pet,None
PAX07900,SWA8369,Keith Miller,Ireland,2006-06-29,16C,First,Checked-in,2026-02-01T15:20:36,2,Unaccompanied Minor,None
PAX07901,BAW126,William Jones,Cocos (Keeling) Islands,1953-01-23,21C,Business,No-show,2026-02-03T00:38:56,1,Pet,Platinum
PAX07902,AAL3735,Carl Johnson,Benin,1997-12-19,20B,Business,Checked-in,2026-02-03T02:08:47,1,Unaccompanied Minor,Silver
PAX07903,KLM5773,Sherry Townsend,South Africa,1985-12-30,2E,Economy,Scheduled,2026-02-01T13:46:31,2,None,Silver
PAX07904,KLM9196,Robert Kerr,Israel,1982-09-12,8E,Premium Economy,Boarded,2026-02-02T22:06:50,3,None,Silver
PAX07905,DAL6645,Melissa Wilson,Samoa,1980-02-26,20D,Premium Economy,Checked-in,2026-02-01T23:04:23,0,Unaccompanied Minor,Gold
PAX07906,DAL3413,Laura Vaughan,Uganda,1995-09-27,20E,Economy,Scheduled,2026-02-01T02:44:50,1,Pet,Platinum
PAX07907,SWA8992,Terri Ruiz,Pitcairn Islands,1957-11-22,28E,Economy,Checked-in,2026-02-01T15:33:11,0,Unaccompanied Minor,Gold
PAX07908,UAL7405,Amanda Lewis,Afghanistan,2002-07-15,38C,Economy,Boarded,2026-02-01T17:47:39,1,Unaccompanied Minor,Platinum
PAX07909,DLH4413,Kevin Carrillo,Papua New Guinea,1952-03-12,19B,Premium Economy,Scheduled,2026-02-03T19:11:44,1,Pet,Gold
PAX07910,BAW6017,Corey Moore,Fiji,1951-01-28,25A,Economy,Boarded,2026-02-02T20:10:49,1,Wheelchair,Gold
PAX07911,DLH1373,Nicholas Thomas,Colombia,1985-09-09,24B,Economy,No-show,2026-02-02T21:46:54,0,Wheelchair,Platinum
PAX07912,SWA7407,Charles Mercado,Oman,1999-11-30,12E,Economy,Checked-in,2026-02-01T10:27:05,1,Pet,Platinum
PAX07913,DLH1670,Ashley Mills,Sao Tome and Principe,1990-08-17,16E,Economy,Checked-in,2026-02-01T06:40:47,2,Unaccompanied Minor,Gold
PAX07914,AAL4510,Sean Obrien,Cambodia,2000-12-17,8C,First,Checked-in,2026-02-01T07:45:00,2,Pet,Silver
PAX07915,BAW4878,Corey Curtis,Slovenia,1979-09-26,22C,First,Boarded,2026-02-03T04:34:57,1,Unaccompanied Minor,Platinum
PAX07916,AAL7894,Tracy Livingston,Hong Kong,1968-11-18,29A,First,Boarded,2026-02-01T01:54:46,1,Pet,Platinum
PAX07917,SWA8703,Molly Cochran,Singapore,1994-07-31,39A,Premium Economy,Scheduled,2026-02-02T03:03:46,1,None,None
PAX07918,DAL2399,Brenda Jones,Western Sahara,1950-05-21,5E,Economy,Scheduled,2026-02-03T05:26:42,1,Pet,Silver
PAX07919,SWA1646,Paul Watkins,Haiti,2006-04-10,40F,First,Checked-in,2026-02-02T11:08:07,3,Pet,Platinum
PAX07920,AAL5421,Jordan Watts,Niger,1981-05-28,8B,Economy,Boarded,2026-02-03T14:24:39,2,Pet,Silver
PAX07921,DLH2696,Tracy Brown,Moldova,1976-09-10,38F,First,Scheduled,2026-02-02T22:06:15,3,Unaccompanied Minor,None
PAX07922,AFR6004,William Arnold,Isle of Man,1975-07-16,11D,Economy,Scheduled,2026-02-02T06:18:02,1,None,Platinum
PAX07923,DAL5633,Cathy Johnson,Svalbard & Jan Mayen Islands,1950-10-11,17A,Premium Economy,Scheduled,2026-02-01T08:01:09,1,Pet,None
PAX07924,AAL3726,Hannah Jenkins,Micronesia,1961-04-02,23B,First,Scheduled,2026-02-02T02:53:12,3,None,Platinum
PAX07925,DAL7899,Whitney Davis,Vietnam,1954-12-08,34A,Premium Economy,Boarded,2026-02-02T08:42:05,2,Wheelchair,Platinum
PAX07926,SWA9887,Thomas Bowman,Albania,2007-03-28,38D,First,Scheduled,2026-02-01T15:12:49,2,Unaccompanied Minor,Silver
PAX07927,DAL3609,Rodney Rodriguez,Belgium,1983-12-23,29B,Premium Economy,Checked-in,2026-02-02T22:54:31,1,None,Gold
PAX07928,AAL8732,Kelli Brooks,Montenegro,1947-06-08,28E,Business,Scheduled,2026-02-02T21:59:16,1,Wheelchair,None
PAX07929,DAL800,Patricia Garcia,Italy,1963-06-01,5C,Economy,Checked-in,2026-02-01T18:12:18,3,Wheelchair,None
PAX07930,DLH2957,Christina Hamilton,Lesotho,1954-10-07,9B,Business,Checked-in,2026-02-02T02:15:48,2,Wheelchair,None
PAX07931,AAL607,Alejandro Castillo,Luxembourg,1994-08-28,31A,First,No-show,2026-02-01T21:55:25,1,Wheelchair,None
PAX07932,KLM314,Cathy Webb,Japan,1966-12-19,27C,Economy,Boarded,2026-02-02T12:28:23,0,Unaccompanied Minor,Gold
PAX07933,KLM5903,Anthony Goodwin,Anguilla,1951-07-09,12E,Economy,Scheduled,2026-02-02T12:43:56,2,Unaccompanied Minor,Platinum
PAX07934,DLH7753,James Jennings,Turkey,1962-05-26,21A,Premium Economy,Checked-in,2026-02-01T15:10:53,3,Wheelchair,Gold
PAX07935,KLM7565,Suzanne Stark,Saint Helena,1969-11-06,10B,Premium Economy,Boarded,2026-02-02T14:04:38,3,None,Gold
PAX07936,AFR6232,Christina Vang,Bolivia,1956-03-02,10B,First,Boarded,2026-02-01T01:28:16,0,Wheelchair,Platinum
PAX07937,DLH5810,Alvin Phillips,Aruba,1982-07-08,24F,Business,Scheduled,2026-02-01T13:01:16,3,Pet,Gold
PAX07938,SWA8992,Julie Fritz,Burundi,1984-05-16,13A,Economy,Scheduled,2026-02-03T12:31:22,2,Unaccompanied Minor,Gold
PAX07939,KLM6811,Tammie Miller,Martinique,2006-07-16,34B,Premium Economy,No-show,2026-02-01T23:57:14,1,Unaccompanied Minor,None
PAX07940,AAL2004,Danny Reid,Ghana,1958-06-08,40D,Premium Economy,Boarded,2026-02-02T10:28:00,1,None,None
PAX07941,DAL7468,Thomas Horn,Reunion,1985-01-11,20B,First,Scheduled,2026-02-02T03:12:56,2,Wheelchair,Platinum
PAX07942,DLH2696,Daniel Vang,Seychelles,1963-09-28,15F,Economy,Scheduled,2026-02-03T13:15:56,1,None,Silver
PAX07943,DAL710,Austin Clark,Netherlands,1994-05-01,38B,Premium Economy,Scheduled,2026-02-02T10:07:24,0,None,None
PAX07944,KLM9671,Joanna Wilson,Zambia,2005-01-24,5C,Economy,No-show,2026-02-03T01:13:43,2,None,Platinum
PAX07945,DLH4283,Mark Wilkins,Jersey,1982-05-31,8C,Business,No-show,2026-02-02T16:16:48,3,Wheelchair,None
PAX07946,SWA4062,Joseph Marsh,Svalbard & Jan Mayen Islands,2001-01-29,9B,Premium Economy,No-show,2026-02-03T01:30:08,1,Pet,Platinum
PAX07947,AAL6842,Janice Olson,Gibraltar,1957-01-01,38B,First,Checked-in,2026-02-03T20:10:46,1,Pet,Platinum
PAX07948,SWA7638,Robert Parker,Estonia,1991-06-20,36D,Premium Economy,Scheduled,2026-02-02T12:12:48,2,None,Gold
PAX07949,SWA3677,Jessica Gonzalez,Azerbaijan,1974-05-23,40F,Premium Economy,No-show,2026-02-01T12:09:26,1,Wheelchair,Platinum
PAX07950,KLM7153,Antonio Green,Saint Lucia,1966-09-28,38A,Economy,Boarded,2026-02-03T09:52:58,0,Unaccompanied Minor,Gold
PAX07951,BAW7760,Anna Wu,New Caledonia,1961-11-03,23B,Premium Economy,Checked-in,2026-02-02T12:11:09,0,Wheelchair,Gold
PAX07952,UAL8040,Cassandra Kelly,Singapore,1970-09-19,18B,Premium Economy,Scheduled,2026-02-01T22:08:21,1,None,Gold
PAX07953,DLH8060,Melinda Taylor,Slovakia (Slovak Republic),1969-02-05,27F,First,Scheduled,2026-02-01T12:39:50,2,Wheelchair,Gold
PAX07954,UAL7829,Michelle Smith,Cambodia,1991-04-14,23E,Premium Economy,Boarded,2026-02-03T18:28:50,3,Wheelchair,Platinum
PAX07955,SWA634,Tammy Jimenez,Kazakhstan,2003-07-04,30F,Business,Checked-in,2026-02-02T10:12:48,2,Unaccompanied Minor,Platinum
PAX07956,SWA4346,Ryan Gilbert,Kenya,1985-03-27,24F,Premium Economy,Checked-in,2026-02-02T07:56:24,0,Unaccompanied Minor,Gold
PAX07957,DAL5633,Douglas Henry,Algeria,1948-02-04,15D,Business,Scheduled,2026-02-03T00:47:32,0,Wheelchair,Platinum
PAX07958,AAL5421,David Garcia,Kenya,1947-07-02,20B,Business,Checked-in,2026-02-03T09:58:25,0,None,Gold
PAX07959,BAW7659,James Martin,Ecuador,1977-06-25,27F,First,No-show,2026-02-03T09:30:04,1,Wheelchair,None
PAX07960,SWA6137,Eugene Leonard,Falkland Islands (Malvinas),1999-12-18,35F,Business,Boarded,2026-02-01T03:46:12,2,None,None
PAX07961,KLM9099,Carl Johnson,Kuwait,1971-01-01,4D,Business,Checked-in,2026-02-03T18:32:36,3,Wheelchair,Silver
PAX07962,DLH8190,Carla Foster,Tanzania,1996-08-08,13F,Premium Economy,Scheduled,2026-02-01T22:25:25,2,None,Gold
PAX07963,UAL2699,Jose Wood Jr.,Papua New Guinea,1948-03-17,37F,Premium Economy,Checked-in,2026-02-03T10:20:57,1,Wheelchair,None
PAX07964,DAL1183,Oscar Proctor,Romania,2002-05-27,34E,First,Scheduled,2026-02-01T17:02:54,3,Wheelchair,None
